Feature_Name,Score
IFITM3,0.4631295406614244
ZFP36L1,0.4607683285133093
GC,0.42190632803027617
S100A11,0.3988848304200956
TM4SF1,0.3881227799457845
TACSTD2,0.3838984209231344
CD44,0.36549427802586987
HADH,0.35672328377415674
SDC4,0.34979183869887454
CFB,0.349338192587898
PMEPA1,0.3481778376738114
C1QL1,0.3472784342553128
MMP14,0.3460314780613354
C3,0.3454604602807483
IL32,0.34377763107875126
ADCYAP1,0.3389745269229776
SERPING1,0.33881627402137093
KRT7,0.33848433249884824
S100A10,0.3382239135120555
IRX2,0.33676489586566083
LCN2,0.3359087087413668
MEG3,0.3345311570956002
YBX3,0.3304728780311281
ANXA4,0.3274755911468006
RHOC,0.3243017653112785
PDZK1IP1,0.3209511748460385
CDC42EP1,0.31933664633918113
FXYD5,0.3165651728547987
LDHA,0.3164532069870325
COL18A1,0.315574970493798
PRSS8,0.31523698389406096
KRT18,0.31244352726372204
SERINC2,0.3004658960388369
PPP1R1A,0.2960443398276311
SOX4,0.2960421683930554
LGALS4,0.2923220226866081
SERPINA5,0.29188276929663903
CYR61,0.2889070518509902
VIM,0.2868941296675902
KRT19,0.28610509955399754
KRT8,0.2820283628160083
FLNA,0.28195043128820485
ELF3,0.2816407929906495
G6PC2,0.27538502903960316
IFITM2,0.27186243482662675
SLC6A6,0.2702146446518836
ABCC8,0.26536970765819223
FAP,0.2645027206614605
EDN3,0.26429312350061807
BACE2,0.2641613074509195
MYH9,0.2641124987284993
IGF2,0.2633302310135148
LGALS1,0.2578463608439203
CLDN1,0.2565148546822029
LITAF,0.2548278497547134
NEUROD1,0.25349872807240637
GSN,0.2528383886700265
ARX,0.2520018975514291
ITGA5,0.25118051030770694
HSPG2,0.24941159595761198
LGALS3,0.2471056647360994
NPTX2,0.24572152569414696
FXYD6,0.24555208861233124
TINAGL1,0.24554762789103313
RGS4,0.2422398662365186
TSPO,0.24010646498476707
CD74,0.23654534154253648
IGFBP7,0.23637528091759918
S100A16,0.23621546969920715
GLS,0.23534045730249442
FEV,0.23296611950742818
ABCC3,0.2303409391671929
UCN3,0.23011865788451003
GSTP1,0.22970869078990797
C2CD4A,0.22880666974649433
MUC1,0.2271858316758717
DDIT4,0.22709670302549467
C2CD4B,0.22590128094993256
