Feature_Name,Score
IFITM3,0.5226804839119499
IFITM2,0.42143281121922627
IGFBP7,0.39941836651411755
HLA-B,0.39287079290001037
TM4SF4,0.38217347770399046
VIM,0.3714045899403313
GPX3,0.3607076392307582
ENG,0.35837992142916475
PCSK2,0.3514271198919321
COL18A1,0.34689939797677916
SPARC,0.3459872898477694
COL4A1,0.34485645596724623
SLC7A2,0.34477242901579475
RBP4,0.33336309159341715
RHOC,0.32968472766157575
IL32,0.3203323026852849
IGFBP4,0.31763826321923627
TM4SF1,0.31221185470135504
ALDH1A1,0.3095292119409794
KRT7,0.3078976289578752
FXYD2,0.3054966914384267
PAX6,0.30546281109881734
SERPINH1,0.29885286237224973
PMEPA1,0.2984778549830631
EGR1,0.29830439715113855
CD24,0.29630476984096044
IFITM1,0.29344016520456195
KRT18,0.29245944936627666
CD44,0.2924510097086963
ZFP36L1,0.29082584062149497
S100A11,0.2888365315674508
ADCYAP1,0.2853016917652931
HSPG2,0.283951128702137
LGALS1,0.27503274591793136
FKBP1A,0.27267883281220673
TMEM176B,0.2699478116080001
IRX2,0.26784923379286596
TACSTD2,0.26239356843478445
PXDN,0.2622493848169718
S100A16,0.26213425278970126
SOX4,0.2607201810866808
MMP14,0.2593764317187168
MSN,0.25897289337922125
FABP5,0.2560898458477223
KRT8,0.2553447043806645
LDHA,0.25489426757608324
IGF2,0.2536860698385093
ADAMTS4,0.2485058597260421
MYH9,0.24804708655597274
TMEM176A,0.24803300809053752
MUC13,0.2467467036884754
YBX3,0.2420476697103937
FLNA,0.23820378568797151
GC,0.236408240445658
PRSS3,0.23314962277865625
PECAM1,0.23296817834161088
C11orf96,0.23273377091391945
S100A10,0.23260251502554619
LDHB,0.2319791115502019
G6PC2,0.2309374168275986
ACVRL1,0.22985457770461393
MARCKSL1,0.22589725253488258
CLIC4,0.2255099827778766
SERPINA1,0.22413762661712688
RNASE1,0.22320894016961024
ITGA5,0.22101240328631144
IGFBP2,0.22078338245310736
CTSD,0.22058307719005343
KCTD12,0.22047140371950258
NQO1,0.21901663715736097
LITAF,0.21863749583951853
COL6A1,0.2184777870446406
CDC42EP1,0.21788267252634386
ABCC8,0.21735589956078272
CD9,0.21678552948851593
CNN3,0.2155605752776193
COL1A1,0.21510765409767352
COL6A2,0.2149282520023892
PLVAP,0.21412061786152847
RGS4,0.2131148388373454
PNLIP,0.21204844287959634
ID3,0.21196897842489504
COL1A2,0.21196659289653974
PRSS23,0.2115108118692115
PDGFRB,0.21132519098101143
STC1,0.20921411482316277
NPNT,0.20829530295278076
KRT19,0.2075948725995853
CALD1,0.20721883778601402
SMOC1,0.20720670841242006
COL3A1,0.20688561184274912
AHNAK,0.20543783482471056
AQP3,0.20387716888918916
CYR61,0.20139529585549587
MAFB,0.2013234827729118
AKR1C3,0.2013150915823374
PODXL,0.20055009207811336
EPAS1,0.200246094474398
PHLDA1,0.19931910201261838
PALLD,0.19813169358560234
TUBB6,0.19687804410878584
PNLIPRP1,0.1968530136369293
TFPI,0.19683079937551495
MYL12A,0.19600404710604025
RGCC,0.19580481306389252
NOTCH3,0.195722275393714
LGALS3,0.1950312128189724
SERPING1,0.19402488943820995
CYP1A1,0.19348307840148093
LEPR,0.19291890146328416
CPB1,0.19264570855837038
BST2,0.1922571627441636
TPM1,0.19221414759506583
CPA2,0.19175734561230362
SERPINA3,0.19109058547655255
ARX,0.19085074459122575
BGN,0.19032390097145369
SEPT9,0.18960534901275405
CELA2A,0.1887626897315271
CEBPB,0.18702060606682736
ETS1,0.18696098971809505
IER2,0.18602541964855934
UCN3,0.18574969818510878
PPAP2B,0.1852494112285945
SDC4,0.18448824626057192
CTRC,0.18401775735068915
FLT1,0.18400592785311476
CYGB,0.1813010917349085
HTRA1,0.18067256590725922
PTP4A3,0.17987864551056054
FSTL1,0.1791069683461215
RBPMS,0.17903410770087946
ANXA4,0.1789224998834964
CD93,0.17773514748673902
NUPR1,0.17767877911866448
CLDN1,0.17711442044590786
CRISPLD2,0.1756285539395419
PCAT19,0.17555446206395864
GSTA1,0.17522588269038541
TCF4,0.17451563011128135
GPRC5B,0.17416313536734407
ESAM,0.17353690071007266
LAMC1,0.17229268319129476
PRSS8,0.17196255020399986
EGFL7,0.17127295274279586
SYCN,0.1701489475595328
CDH1,0.17009776388070508
ITGB5,0.1694940961401712
COL15A1,0.1690248161552237
SOD2,0.16835943987662638
PTRF,0.1682073612668349
KLK1,0.1680905464549416
WWTR1,0.16752413950779044
LOXL4,0.16719013491261192
EMP1,0.16675311151753425
EDNRB,0.1665071612412059
FSCN1,0.1659232170092788
SERPINE1,0.16571651246396568
MSI2,0.16570439134742587
IL4R,0.1653576168352675
ADCY3,0.1649587600831377
VWF,0.16461797763401798
PLIN2,0.16400522105093174
NFKBIA,0.16389720102525107
SERINC2,0.16348926957132504
GATM,0.16336980744225382
KLF6,0.16325897621135876
IL1R1,0.1625084930651437
SOX18,0.16243103398815295
NBL1,0.16215776188291775
KDR,0.16212145175312997
TGFBI,0.16182056133124423
ADGRF5,0.16159962051197363
KLF9,0.16121164247355324
PLAU,0.16060823256637402
THBS1,0.16035511258444712
RHOB,0.16030446606782345
CTSL,0.16002413128162418
SAT1,0.15994020302330503
SOCS3,0.15949056158380737
CLDN4,0.15929385000117113
JUP,0.15901776826684788
GDF15,0.1588133514816974
CEL,0.1582572306586374
GLS,0.15811184400199396
MAFA,0.1578772780325619
LY6H,0.15774434153227634
EDNRA,0.15766661317069186
C2CD4A,0.15707655940945298
CAMK2G,0.15701748528624204
COL5A3,0.15699596234722035
GSN,0.15691855487678286
JUNB,0.1568505804036331
C8orf4,0.15667096872026232
NDUFA4L2,0.15554325389201873
ELF3,0.15533036241508658
S1PR1,0.1546244354655979
ITGA1,0.1535154788975519
COTL1,0.15324425691722787
MGST1,0.15281607994318325
SLC4A4,0.15259069635328615
SLC38A2,0.15171341087224288
SMAD3,0.15144362179040138
RASD1,0.1513514592254106
STX1A,0.15054898714381082
CAV1,0.1505414509170433
BTG2,0.14931365856332945
LAD1,0.1493125550948715
VWA1,0.14926592930744365
CXCR4,0.1488795368172613
FXYD5,0.14884262710811402
TP53I11,0.14842474154476415
DUSP1,0.14819481965492454
INSR,0.14795737032297795
GP2,0.1477217712015637
PAPPA2,0.14626213972643365
HIF1A,0.14607613656971452
SPTBN1,0.14596664335983123
CUZD1,0.14502660651017907
TINAGL1,0.144188522792573
HYAL2,0.1441522606756931
pk,0.1441205719774552
GYPC,0.14374241868374105
ANPEP,0.14280115181245145
UNC5B,0.14262507064316754
EDN1,0.14225249115692762
CARHSP1,0.14190284973540335
ANGPTL4,0.14179789941164866
STOM,0.1414964154539784
MEG3,0.14127373285334333
CLMN,0.1409881598505085
ANGPTL2,0.1404704605080167
SLC12A7,0.14042097913390617
TIE1,0.13962027304166869
EDN3,0.13922897951423252
PAG1,0.1391671744745442
SERPINA5,0.13835459159186891
HHEX,0.13801054653915346
DHRS3,0.13788805398052384
OAF,0.13785156478628746
ESM1,0.13774109282728775
PLAUR,0.1377334880838812
CAV2,0.13755685757363434
MMP7,0.137374951302923
MUC1,0.13734201505935317
DEFB1,0.13720234785138352
PDZK1IP1,0.13680025138293983
S100A13,0.1366683398266595
NR2F2,0.1362985923910287
WNT5A,0.1361763356108856
STMN2,0.13603815793039908
BACE2,0.13591791838599576
ADGRL4,0.1351206205155031
MIR4435-2HG,0.13427515492433573
PLTP,0.1341088085736617
HEYL,0.13380400767360578
DAB2IP,0.13372098000782717
PNP,0.13362660450890784
ENPP2,0.13349468179296498
TRIP6,0.13266454931558025
CD68,0.13249765159203086
ADIRF,0.13236657751909275
NOTCH2,0.13210785347942222
BCL6B,0.13186808524302007
TIMP3,0.13136271937411514
TPPP3,0.13108368546703142
TYMP,0.130997868485899
HK1,0.1308528572042862
C1S,0.13081074243127944
PLEKHO1,0.13046453752810372
PNLIPRP2,0.12989285499523628
ARHGAP18,0.1298208633768687
TUBB2B,0.1297762280320094
NOTCH1,0.12955542001364995
ETS2,0.12909897430951967
JUN,0.12881384634306547
LIF,0.12875711455508565
PCP4,0.12846159948223201
GPR4,0.12843277421494115
CTSB,0.12838106806570604
KLF2,0.1282558933046647
RAB11FIP1,0.1281526522582772
SDC2,0.12805661270243318
DLK1,0.12796934941932125
ERG,0.12788638707415112
UGDH,0.12782566560446984
TGM2,0.12760570208214217
HMGA1,0.1275506017664525
HES1,0.12741397760316042
CTSC,0.12732860354981934
PDX1,0.12692907294407174
CLDN5,0.12692183287904246
IL24,0.1269053677234817
GPC1,0.1268238764134697
MYLK,0.12642995187771788
GSTA2,0.1263850197328118
CALY,0.12612888801950684
MYL9,0.12609647788605383
F2R,0.12604622108275532
KCNE4,0.1258227986330489
