Feature_Name,Score
IFITM3,0.5226804839119499
IFITM2,0.42143281121922627
IGFBP7,0.39941836651411755
HLA-B,0.39287079290001037
TM4SF4,0.38217347770399046
VIM,0.3714045899403313
GPX3,0.3607076392307582
ENG,0.35837992142916475
PCSK2,0.3514271198919321
COL18A1,0.34689939797677916
SPARC,0.3459872898477694
COL4A1,0.34485645596724623
SLC7A2,0.34477242901579475
RBP4,0.33336309159341715
RHOC,0.32968472766157575
IL32,0.3203323026852849
IGFBP4,0.31763826321923627
TM4SF1,0.31221185470135504
ALDH1A1,0.3095292119409794
KRT7,0.3078976289578752
