Feature_Name,Score
GC,0.49981164551684154
CRYBA2,0.4964415867963381
COL18A1,0.4556997825551634
HADH,0.4535538057893165
IRX2,0.45259583737210685
PCSK1,0.4374883156128839
IFITM3,0.4309231539014018
TACSTD2,0.42552873151624304
MMP14,0.4240999644711878
C1QL1,0.4107365890647099
PMEPA1,0.40274422606956417
MAFA,0.3947710212763216
SOX4,0.3945295562050237
SERPING1,0.3943373471261915
KRT7,0.3931072637360229
SDC4,0.392304536545526
CDC42EP1,0.3904743549341334
FEV,0.3837198815500229
ZFP36L1,0.382068028419595
CD24,0.37638730712858237
FLNA,0.3740147888257792
FXYD3,0.36498116399602276
ARX,0.3610746499120623
KRT19,0.3556476737253549
TM4SF1,0.35185284708391107
ELF3,0.34651767083438223
DLK1,0.3436752063640731
GAD2,0.3401466925599328
IL32,0.33540348949809884
ENG,0.3316161810341902
PRSS8,0.33032867202734684
SERPINH1,0.3260324090857014
SPARC,0.32524673174587004
IFITM2,0.32403707623094435
LCN2,0.322211191780688
SERINC2,0.32130309291166537
ADCYAP1,0.31982097374913154
RBP4,0.31965254757115025
SAT1,0.319445819557576
CD44,0.31862008962085087
SMIM24,0.3181672174979173
LGALS3,0.3157083579194575
NOTCH3,0.31546615952637014
ANXA2,0.3149983442854194
PDX1,0.31441494987106866
PDZK1IP1,0.3133065962668131
F10,0.3131199186418683
GSN,0.31119836682152346
NKX6-1,0.30771478844756217
COL6A2,0.3075499310272747
YBX3,0.30753433239430406
PAPPA2,0.3034941855030282
UCN3,0.30220051166076445
VIM,0.30082312782499265
RHOC,0.3007320589504632
ANXA4,0.2987600209083032
CFB,0.29818590766100783
C3,0.29557068515230434
COL4A1,0.29553569912930167
COL1A2,0.2922113043284891
SERPINA5,0.2918965730936689
HSPG2,0.2914191271035831
PXDN,0.29084575691426817
COL6A1,0.29080865154518554
S100A11,0.29072360723112034
MYH9,0.2895123221953715
MUC1,0.2888370357093346
EGFL7,0.2882626767517511
BGN,0.2875677370947676
LOXL4,0.28514567440748806
LITAF,0.2834817782306187
COTL1,0.28340060954817314
CLDN4,0.28326364618701705
CD74,0.28273275410410825
FN1,0.28248111137708065
IGFBP4,0.2818862066558707
CEBPB,0.28152045557215954
COL3A1,0.2812667594815048
EDN1,0.2771037166132757
MFGE8,0.27533166481753835
C8orf4,0.2748402142880293
CTSH,0.27421465236233056
CALD1,0.2725412296848151
UNC5B,0.2724759019268346
LGALS1,0.2716581434057277
SORL1,0.27032309486722195
LAD1,0.26969729063083214
GPRC5B,0.2691914195519498
PIGR,0.26822609695785316
ITGA5,0.2678195640826928
MUC20,0.26734129478882585
PPAP2C,0.265868526903438
PDGFRB,0.2650792319137505
SPTBN1,0.26385835870713903
ITGA1,0.2629040952708577
RGS4,0.2614346971830521
CYR61,0.26070861210408136
C11orf96,0.2589517749334478
GSTP1,0.2585328085389902
C1orf127,0.25781647130162577
NBL1,0.25655533657679364
TNFRSF12A,0.2565003047105465
CLDN1,0.25608266981220007
CFTR,0.2553167319970804
PDLIM3,0.25505465024237406
COL6A3,0.25505279060886776
TINAGL1,0.2546554964883536
AEBP1,0.2527175740292398
CD9,0.2511964267334412
TIMP3,0.25110349248590813
COL15A1,0.2508555535208976
KRT18,0.2505612677204283
MMP7,0.2494854360757559
PFKFB3,0.24892820046698638
IGF2,0.24868718986320548
COL5A1,0.24809257869826284
CALY,0.2465664635522975
FMOD,0.24525150208761115
PCP4,0.24478441883940993
LRRC32,0.24301658937435677
DDIT4,0.24109978916825048
C1S,0.2408407557739225
TPM1,0.24031350400396834
MARCKSL1,0.23957827791084796
CCL2,0.2391909135113357
IFITM1,0.23907001820185725
AGT,0.23606743116752726
MRC2,0.2358838865616737
ANGPTL4,0.23566293757282075
TSPAN15,0.2354900646712621
DHRS2,0.2348604623455457
NUPR1,0.23484598503393306
LAMB3,0.23461232312395763
FKBP10,0.23376576544178906
SYT13,0.23316197893789603
S100A10,0.2327785130449307
CYGB,0.2321847579741787
SMOC1,0.23193999541623356
COL5A2,0.2311946377262215
NCOA7,0.2311605994309991
PTRF,0.23081877403544793
RBPMS,0.2301083130078565
LAMC1,0.22917977744435358
EMILIN1,0.22906997757639402
SPON2,0.22791869257427244
SPINT1,0.22784643687710648
LGALS4,0.22676292779061935
PTP4A3,0.22668240917335636
S100A16,0.22530585206644727
THBS1,0.22509314599536356
IGFBP5,0.2250617136100841
ELMO1,0.22267025697361564
HK1,0.22254188461561641
PRSS23,0.22226229256896035
SOD2,0.21980791063102734
SFRP2,0.21963464197268845
CRLF1,0.2192536507240055
PLAT,0.21890694348135753
RUNX1,0.21832106294598574
CLIC4,0.21799675570647103
CLDN10,0.21792915646812627
MSN,0.21723177597148924
PLAUR,0.21619051014168278
OAF,0.2155035841289985
DEFB1,0.2148417633905657
MYRF,0.2148094297715626
DAB2IP,0.21435812763883488
OLFM4,0.2142083329254394
HOMER3,0.21411493919772573
PIEZO1,0.21404490007650656
LAMA4,0.21358671013931385
SMIM3,0.21321874805290664
S100A14,0.21197551906914436
FSTL1,0.2114481869738687
KCNQ1,0.21118514532525312
TNS1,0.2108905079292822
HTRA1,0.21078883113007274
LUM,0.21077513987655028
BACE2,0.21018688623571213
SLC44A2,0.2100474585408154
AQP3,0.20983247537482796
SMAD3,0.2094600043464916
AGRN,0.20912782600572655
MMP2,0.20847311488312092
ETS2,0.20819580642425972
ISL1,0.20819392971080797
EFNA1,0.2080993112933638
PLAU,0.2078478842367253
HIC1,0.20756061048029606
THY1,0.207510253237714
TEAD2,0.20742118961873546
ST14,0.2070985489015933
PHLDA2,0.20704275603283584
SERPINE1,0.20569845189171687
MYL9,0.20534057293206498
CNN2,0.20423084074440956
COL5A3,0.20401946791302938
GYPC,0.20257003479234603
SLC4A4,0.20247266643376705
ABCC3,0.20173889752122642
GAS6,0.20096558536551212
MMP11,0.20066925582979467
MXRA8,0.2004645551074562
CXADR,0.20036877976819634
SOX9,0.2002872885039073
ALDH1A3,0.2001322808539472
TSPAN1,0.1997982600082593
C2CD4A,0.19918090776314656
CLMN,0.19913075012142611
IGFBP2,0.19907982195767326
SDC1,0.19846462955166366
PLCE1,0.1970865919657725
TNFAIP2,0.1964647592722084
CNN3,0.19560936988949607
NOTCH1,0.19548035897513039
LTBP1,0.19479355011540456
IER5L,0.19438938302335895
ZFP36,0.19391659336974332
SPTSSB,0.19364832011417699
C1orf106,0.19363843307193118
ITGB5,0.19325737117744435
WWTR1,0.19272114721711597
NDRG2,0.19259985137833757
ANPEP,0.19234865898454423
A2M,0.19199816725149077
SPP1,0.1919823265359386
DPYSL3,0.19181333776829668
ATP2A3,0.19176577171830322
LAMB2,0.1916474341211294
EHD2,0.19131676511892115
ATF3,0.19098324991660087
ITGB4,0.19086852257694975
TRIM47,0.19055053658942356
GATM,0.19034391731715106
ANO1,0.1902427163151046
CITED4,0.18992155833862379
UACA,0.18989579503969356
TAX1BP3,0.18974774560106855
TGIF1,0.1897118139772238
ANGPTL2,0.18909928669138898
WSCD2,0.18904986525367518
CTSZ,0.18873613915094412
PHLDA1,0.18836267012868602
GPC1,0.18788457623420873
HTRA3,0.18785941564015385
HLA-DRB1,0.18782085223494072
CAPG,0.18780192417178343
CX3CL1,0.18766895511800197
RHOV,0.18739823408787526
LIF,0.18642710398921558
LDHA,0.18640795316862757
DHRS3,0.18633296044556946
CRYAB,0.1860560561417972
TMEM63A,0.1851088275247954
LGALS9,0.18382054215272747
NFIB,0.18379944042730223
LYZ,0.18361738855616627
AKR1C3,0.18340185290798017
RGS3,0.18271366535928157
TSPAN8,0.18269305385018875
THBS2,0.18259057613069052
SFRP5,0.18232645278571402
PEG10,0.18217798984456124
PPP1R18,0.181865490485825
DUSP4,0.18164274483756682
CYP1B1,0.18162812542568663
TGFB3,0.18117961962347584
CAV1,0.1811373102641256
BASP1,0.18103560279147457
MUC13,0.1809444990713871
CD248,0.18062893762669807
AMBP,0.18025602049828882
MCAM,0.18004481340169454
FSCN1,0.18003058101992098
CREB5,0.17985218315318896
CA12,0.1798131802309011
ENAH,0.17978637235836015
ADAMTS4,0.17974846551335322
VCAN,0.1796066276236994
FABP5,0.17958862903399142
LAMC2,0.17918651762818616
TRPV6,0.17899932999424006
ENC1,0.17895134158887283
HSPB8,0.1789338549764481
LAMC3,0.17837402309580952
SMTN,0.17821350095045263
ADAMTS12,0.17819833945350227
BST2,0.1780842804660714
